code;asdad
EFDM310X6;0,00
EFDM410E;5,00
EFDM430X6;2,00
EFDTX50LX6;0,00
EFDTY10DM6;10,00
EFDTY10DS6;7,00
EFDTY10TS6;12,00
EFHM775BZAL;1,00
EHBRM60BLA;2,00
EM4451NFPRA100;0,00
EM4451TRXRA170;0,00
EM5751AFURA100;2,00
EM5751ARURA170;1,00
EPDM324;3,00
EPDM520S;0,00
EPDR540KIT;2,00
EPDR540S;0,00
ERD2200;0,00
ERDM360SGSL;0,00
ERDM410SGSL;5,00
ERDM430SGSL;1,00
ERDTX31B;0,00
ERDTX31D;0,00
ERDTX35D;32,00
ESHM021C390Y;1,00
ESHM06341;0,00
ESHM06342;0,00
ESHM06343;0,00
ESHM06344;0,00
ESHM06345;0,00
ESHM072C450;1,00
ESHM07641;0,00
ESHM08544;2,00
ESHM122B43;0,00
ESHM122B44;1,00
ESHM122B45;1,00
ESHM122L-PDM520L38;1,00
ESHM122L-PDM520L44;0,00
ESHM122L-PDM520L46;0,00
ESHM122P43;1,00
ESHM122P46;0,00
ESHM182N44;2,00
ESHM182N45;2,00
ESHM183N43;0,00
ESHM220SPIKE;0,00
ESHM225S46;0,00
ESHM225SPIKE;0,00
ESHMT20C430M;1,00
ESHMT20C450M;1,00
ESHMT2142;1,00
ESHMT2143;1,00
ESHMT2144;2,00
ESHMT2145;2,00
ESHMT2146;0,00
ESHMT30C450;1,00
ESHMT32L43;1,00
ESHMT32L44;1,00
ESHMT32L45;0,00
ESHMT32L46;0,00
ESHMT41B43;0,00
ESHMT41B44;1,00
ESHMT41B45;0,00
ESHMT41G40;1,00
ESHMT41G46;0,00
ESHMT42N42;0,00
ESHMT42N44;0,00
ESHMT42N45;0,00
ESHMT90C440;0,00
ESHMT90C450;0,00
ESHR060C440;1,00
ESHR07542;0,00
ESHR07544;0,00
ESHR07545;0,00
ESHR086W43;0,00
ESHR086W44;0,00
ESHR086W45;0,00
ESHR09945;0,00
ESHR099P-PDR540W42;0,00
ESHR099P-PDR540W43;0,00
ESHR131S45;0,00
ESHR132B43;1,00
ESHR132B44;1,00
ESHR132B45;0,00
ESHR132L43;0,00
ESHR132L44;2,00
ESHR132L45;0,00
ESHR150C440B;1,00
ESHRT3143;1,00
ESHRT8044;1,00
ESHWM4038;0,00
ESLM430PTA;0,00
ESLRS35P7A;9,00
ESMFC4500B;1,00
ESMRT51M;12,00
ESMRT53;2,00
ESTEF50P8AS;1,00
ESTEF51LSBL2P;2,00
ESTEF51R7AL2P;0,00
ESTEF60P7AL;0,00
EWH7850SLFRCAB;0,00
EWHM540FBX;0,00
EWHM775FRDAX;0,00
EWHR550RCAX;1,00
EWHRIMTAPETAE;7,00
EWHRS20FRCARY;-1,00
EWHRS80CFRCY5;0,00
IBB5500B09;1,00
IBBES30B13;1,00
IBBES30B18;0,00
IBBES30B18Y;3,00
IBBES51B18;1,00
IBBUN52C13;2,00
IBBUN52I13;2,00
IBBUN53B10;1,00
IBLM775PA;0,00
IBLM975APA;2,00
IBRM975RUM6A;0,00
ICN5600116I;0,00
ICN6600114I;0,00
ICN7701114I;0,00
ICN7801110I;0,00
ICN7900115;0,00
ICNHG53114;0,00
ICNHG73114I;2,00
ICNHG74116I;7,00
ICNHG93114I;2,00
ICNHG94116I;4,00
ICNM980116;4,00
ICS560010125;0,00
ICS660010225;0,00
ICS660010227;0,00
ICSHG309132;0,00
ICSHG508225;0,00
ICSHG509132;0,00
ICSHG509134;1,00
ICSHG509325;1,00
ICSHG619128;0,00
ICSHG809134;0,00
ICSHG8110136;2,00
ICSM7709134;0,00
ICSM77110136;-1,00
ICSM98010136;1,00
IFC2200C29X;0,00
IFCM66010E224X;2,00
IFCM77010E224X;1,00
IFCM980E224;0,00
IFD4500BL;0,00
IFD4503BL;0,00
IFD5603BLL;0,00
IFD6600BL;1,00
IFDM66010X6;3,00
IFDM77010X6;3,00
IFDM770X6;1,00
IFDM771X6;0,00
IFDM980X6;1,00
IFDM981X6;1,00
IM6651LFURA100;0,00
IM6651RRURA170;0,00
IPD6700;1,00
IPDM970;0,00
IRD3300SS;0,00
IRD5600GS;0,00
IRDM530SGSL;2,00
IRDM530SGSS;1,00
IRDM531SGSL;1,00
IRDM592SGS;0,00
IRDM663SGS;2,00
IRDM773SGS;1,00
IRDM971GS;0,00
IRDM972SGS;2,00
IRDM980SGS;0,00
ISC6502;1,00
ISLM530PA;0,00
ISLM590PA;0,00
ISLM66010PA;2,00
ISLM77010PA;0,00
ISLM770PA;0,00
ISLM980PA;1,00
ISM6500;2,00
ISM6500RS;3,00
ISMBB90AB;2,00
ISMBB9141B;3,00
ISMBH59L090;0,00
ISMBH59L170S;0,00
ISMFC6600B;0,00
ISMMAF160PSA;5,00
ISMMAF180SPA;2,00
ISMMAF203PPA;4,00
ISMMAR160PSA;0,00
ISMMAR180PSA;1,00
ISMRT64;-2,00
ISMRT79;0,00
ISMRT79M;0,00
ISMRT97M;0,00
ISPM910B270;0,00
ISTM510PADL;3,00
ISTM585PA;1,00
ISTM966PA;1,00
IWHM535FBX;0,00
KBB6500B09;0,00
KBBES30B21Y;-1,00
KBBES30C21Y;1,00
KBCATYPLB;5,00
KBLM535L;1,00
KBLM775L;1,00
KCNHG50114;0,00
KCSHG709225;2,00
KCSM9609234;0,00
KFDM961M6;1,00
KRD4500SS;2,00
KRDM531SGSS;0,00
KRDM600GS;1,00
KRDM971SGS;0,00
KRDM972GS;0,00
KSLM530LB;0,00
KSMMAF180SSA;5,00
KSMMAF203SPA;1,00
KSMRT77;2,00
KSMRT97S;0,00
KSMRT97SS;2,00
KST6603LIX;0,00
KSTM585LB;2,00
KSTM585RA;0,00
SHEP0306010;1,00
SHEP503034;3,00
SHEP613010;0,00
SHEP613541;0,00
SHEP614010;0,00
SHEP703051;2,00
SHEP713552;0,00
SHEP714051;3,00
SHEP717010;2,00
SHEP717034;0,00
SHEP720010;2,00
SHEP822010;-1,00
SHEP822034;0,00
SHEP822041;1,00
SHEP822869;1,00
SHEP822870;2,00
SHEP823010;0,00
SHEP823041;0,00
SHEP824010;0,00
SHEP825010;0,00
SHEP825445;0,00
SHEP926879PH;3,00
SHEP926880PH;1,00
SHEP927054;1,00
SHEP927080;1,00
SHEP927410;0,00
SHEP928001;1,00
Y012AD002;9,00
Y012AD005;5,00
Y012Z4060;4,00
Y012Z4065;3,00
Y012Z4200;7,00
Y08D98010;0,00
Y09898000;0,00
Y11E03020;2,00
Y13098250;1,00
Y13098260;2,00
Y1F822000;2,00
Y1F898020;0,00
Y1FM98020;2,00
Y1FU12000;1,00
Y1FU98120;3,00
Y1FV98010;0,00
Y1G311000;3,00
Y1G398010;4,00
Y1H522000;1,00
Y1H598010;0,00
Y1H639000;1,00
Y1HA98050;1,00
Y1J198010;2,00
Y1J998070;1,00
Y1KZ34000;1,00
Y1KZ98010;1,00
Y1Z805000;2,00
Y1Z807000;1,00
Y1ZA14441;1,00
Y3C098010;0,00
Y3CZ98050;3,00
Y3D098050;1,00
Y40R98070;7,00
Y41S98090;1,00
Y4B298060;4,00
Y4B590600;7,00
Y4BB98060;2,00
Y4BE98030;1,00
Y4BE98040;4,00
Y4BE98090;3,00
Y4BE98100;5,00
Y4BE98110;0,00
Y4BE98120;4,00
Y4CF98030;2,00
Y5TT98020;0,00
Y5VH98100;0,00
Y60098060;2,00
Y60098080;3,00
Y6GS98030;1,00
Y6GS98070;2,00
Y8C898020;11,00
Y8CL98030;2,00
Y8CY98010;0,00
Y8DD98090;0,00
Y8E598020;1,00
Y8EP98010;1,00
Y8ES98030;-5,00
Y8FA98130;0,00
Y8FN98070;10,00
Y8FN98090;2,00
Y8GV9801A;0,00
Y8H202000;6,00
Y8H204000;29,00
Y8H298020;24,00
Y8SY28000;23,00
Y8U998010;1,00
1278303301;0,00
1278303302;0,00
1278303303;1,00
1291303300;5,00
1299300000;1,00
1370200000;1,00
2174503030;-5,00
5283300000;7,00
5283300001;1,00
5283400000;1,00
5284300000;0,00
5285300000;-1,00
5285300055;0,00
5285300060;0,00
5287270026;4,00
5288270026;0,00
5288300000;0,00
5291300000-1;0,00
5296400000;1,00
6279800830;0,00
6297801130;0,00
7325253344;1,00
9005;12,00
3510023;0,00
W-03015;26,00
W-03022;0,00
W-03029;4,00
W-03034;0,00
W-03036;0,00
W-03037;2,00
W-06034;0,00
01005218;1,00
01005277;0,00
01005278;2,00
MAP3.2;0,00
MAP6.2;2,00
MAPKITHAIRONAS1.4;1,00
MAPCHELMOSVOURAIKOS8.2;0,00
MAPGIONIA2.3;1,00
MAPGRAMOSSMOLIKAS3.3;1,00
MAPKALIDHROMO2.2;0,00
MAPKISSAVOS4.5;2,00
MAPNORTHERNPILIO4.4;1,00
MAPPARNASOS2.1;0,00
MAPSOUTHPILIO4.3;2,00
?APZOGORI3.1;0,00
?8?098222;2,00
MAP????????CD;0,00
ANAVASI001;1,00
ANAVASI002;0,00
ANAVASI003;1,00
ANAVASI004;2,00
ANAVASI005;2,00
ANAVASI006;0,00
ANAVASI007;1,00
ANAVASI008;1,00
ANAVASI009;1,00
ANAVASI010;1,00
ANAVASI011;1,00
ANAVASI012;2,00
ANAVASI013;0,00
ANAVASI014;2,00
ANAVASI015;2,00
ANAVASI016;0,00
04-105-252;0,00
04-105-253;0,00
003-PBB;-1,00
003-PBCC;-1,00
60590;1,00
90452;0,00
CA52087;0,00
CAMELBACK001;0,00
CAMELBACK002;0,00
CAMELBACK003;0,00
006591;0,00
06-005-182;0,00
CONT700*1.6;0,00
CONTINENTAL002;0,00
CONTINENTAL003;-2,00
005669;11,00
009943;3,00
CONTINENTAL004;4,00
CRANKBROTHERS001;0,00
CRANKBROTHERS002;1,00
CRANKBROTHERS003;1,00
CRANKBROTHERS004;2,00
05-50099;0,00
CST28C98;0,00
CST70023EXPRESS;0,00
CST70038SERVANT;0,00
CSTCHEYENNE;0,00
CSTCOPPERHEAD;0,00
CSTTUBE26150175AV;-2,00
CST001;0,00
CST002;0,00
32428;0,00
32468;1,00
32689;0,00
32159;0,00
32210;1,00
32110;0,00
32039;0,00
32220;0,00
33626;0,00
2-16-001;0,00
001-82008;0,00
001-82005;1,00
001-80580;0,00
001-81896;0,00
001-81897;1,00
001-81898;1,00
001-80595;0,00
001-80575;0,00
F82000202;0,00
?8?098248;1,00
FOX0001;0,00
FOX0002;0,00
FOX0003;0,00
803-00-079;0,00
803-00-142;0,00
POWERBREATHER001;1,00
002-010;0,00
002-052;0,00
002-101;-26,00
002-102;45,00
002-108;-9,00
002-110;0,00
002-098;2,00
002-051;0,00
002-050;0,00
002-714;0,00
002-207;0,00
002-014;17,00
002-011;0,00
002-100;5,00
31-299-881;0,00
MAGURA001;0,00
04102984;0,00
PVS22-621;0,00
LKMD07R;0,00
?8?098056;0,00
7073HPXF0A;1,00
LIMARGHOST;0,00
0152110;2,00
6863335;0,00
9100301S;0,00
09-00002;0,00
09-00007;0,00
09-00008;2,00
09-00010;0,00
09-00050;2,00
09-00051;2,00
09-00052;0,00
09-00054;2,00
09-00047;0,00
MAXXIS001;2,00
MAXXIS002;0,00
MAXXIS003;1,00
MAXXIS004;0,00
08-00006;0,00
08-00007;5,00
08-00017;2,00
08-00021;12,00
08-00002;16,00
08-00003;7,00
MOTOREX002;1,00
MOTOREX003;3,00
126105410;0,00
94608;0,00
1,5186E+12;0,00
2,15884E+12;0,00
2,15885E+12;0,00
2,18639E+12;0,00
6,05301E+12;0,00
6,05602E+12;0,00
6,216E+12;0,00
699801;0,00
1005218;0,00
1005277;0,00
1005278;0,00
4102984;0,00
151096;0,00
MAPGREECEGEOFYSIKOS;1,00
01005281;0,00
MAP6.4;1,00
MAPDHIRFIS5.11;1,00
MAPGHERANIA1.5;2,00
02005567;0,00
MAPUPLANDCORINTH8.3;1,00
217992MEDIUM;0,00
01-030-302;0,00
2010001SRAM;2,00
2010002SRAM;1,00
2010004SRAM;0,00
2010005SRAM;1,00
SRAMSX5SHBLACK001;2,00
SRAMSX4RDBLACK001;2,00
SRAMSX5BALCK001;1,00
SRAM001;1,00
SRAM002;1,00
9110;1,00
9761;2,00
T3530;0,00
T3591;2,00
T3740;1,00
T39104;0,00
T3-950300;1,00
T3968;0,00
T3-970;0,00
T3972;0,00
T3981000;3,00
T51500031020;0,00
T5860;1,00
T5861;1,00
1500034140;1,00
1500034171;4,00
31061;5,00
THULE002;0,00
ZEFAL001;0,00
ZEFAL002;0,00
ZEFAL003;0,00
STANAS06;0,00
STANRS01;2,00
NOTUBES01;1,00
CS100;1,00
POLAR725X;1,00
POLARS150;1,00
POLAR001;1,00
RF06SDHGBLKXL;0,00
BBXTTMXC;1,00
HBIONXCL314SL31,8;0,00
RESPRO2;1,00
RESPRO3;0,00
RESPRO5;0,00
RESPRO7;0,00
RESPRO9;0,00
RESPRO10;0,00
RESPRO12;0,00
RESPRO13;1,00
RESPRO14;1,00
ROCKSOXXC001;1,00
07-10107;3,00
07-101103;21,00
07-10038;0,00
07-10073;0,00
07-10099;0,00
11632216;1,00
11632470;0,00
11633466;1,00
11633830;1,00
11646831;0,00
2010001SCHWALBE;0,00
2010002SCHWALBE;0,00
2010003SCHWALBE;0,00
?4??98101;0,00
?4??98102;0,00
07-10208;43,00
07-10110;-2,00
SCHWALBE001;0,00
SCHWALBE002;1,00
01100487345M;0,00
01100487345XL;0,00
01100487345XXL;0,00
1100580002M;1,00
1100580002XL;1,00
1100580002XXL;1,00
1100698002L;3,00
1100698002XL;2,00
01100518002L;2,00
01100518002XL;2,00
01100520002XL;0,00
01100628002L;1,00
01100628002M;1,00
01100628002XL;1,00
0115865002S;1,00
0000800049101XL;2,00
0000800069564XL;1,00
00008001250021;1,00
00008001250023;0,00
00008001250024;0,00
00008001250025;0,00
800002001XS;0,00
800002002XS;2,00
800017101XXL;1,00
800161002L;2,00
800161002XL;2,00
800161002XXL;0,00
800154101LARGE;1,00
800154101XL;0,00
0001100385002;0,00
01100631002;2,00
1100637002;1,00
1100706;12,00
800104002;0,00
011749002L;0,00
011749002XL;0,00
0001100259002L;-1,00
1100780002L;0,00
1100779002L;1,00
1100779002M;1,00
0001100390002L;9,00
01100397002L;4,00
0800108002;-1,00
01100173002M;0,00
01100295002L;1,00
01100295002XL;0,00
01100565004L;1,00
01100565004XL;0,00
01100565004XXL;1,00
01100588005S;0,00
1100446002XL;0,00
1100566002LARGE;0,00
1100566002XL;0,00
1100566002XXL;0,00
1100566002XXXL;0,00
1100640002XL;0,00
1100711001XL;0,00
00000400042002XXL;1,00
00011003770023XL;0,00
0001100377002XL;0,00
0001100377002XXL;2,00
01100246002L;0,00
01100246002XL;1,00
01100622002M;0,00
01100622002XL;0,00
1100736002XXL;1,00
01100289006L;1,00
01100289006XL;3,00
01100326101XL;0,00
01100326101XXL;1,00
01100326406L;3,00
01100326406XL;3,00
01100326406?;1,00
01100326523L;3,00
01100326523XL;2,00
01100326523XXL;3,00
01100326523?;2,00
01100327101XL;0,00
01100327293L;0,00
01100327293M;0,00
01100327293XL;0,00
01100327523L;0,00
01100432002L;0,00
01100432002M;0,00
01100432002XL;0,00
01100432005L;0,00
01100433002L;1,00
01100435006L;2,00
01100435006XL;0,00
01100435406?XL;1,00
01100450003XL;1,00
01100484293L;3,00
01100486004L;2,00
01100486004XL;2,00
01100486004XXL;2,00
01100574003L;0,00
01100574003XL;1,00
01100604001L;2,00
01100604001M;1,00
01100604001SMALL;1,00
03519201001L;0,00
1100446002XXL;3,00
1100446002XXXL;4,00
1100551002;1,00
1100551002XL;2,00
1100551002XXL;1,00
1100639002M;1,00
1100647523LARGE;2,00
1100647523XL;1,00
1100647523XXL;1,00
1100649020LARGE;1,00
1100649020XL;0,00
1100652165XXL;0,00
1100652300XL;2,00
1100694523;1,00
11006945233XL;0,00
1100694523L;1,00
1100694523XL;2,00
1100709001L;2,00
1100709001XL;0,00
00011002440023XL;1,00
0001100244567L;0,00
0001100244567XL;1,00
00011005100023XL;1,00
0001100510002XXL;0,00
01100510567L;1,00
01100510567XL;1,00
01100510567XXL;1,00
1100245002S;1,00
1100245002XS;0,00
1100730016L;0,00
00011003295653XL;0,00
0001100329567XXL;0,00
0001100369003XXL;0,00
01100235091L;0,00
01100235091M;0,00
01100235565L;0,00
01100235565M;0,00
01100235565S;1,00
01100235565XL;0,00
01100235567M;0,00
01100235567XL;0,00
01100235L;0,00
01100235M;0,00
01100454101M;1,00
01100455293M;0,00
01100619002XL;0,00
01100619L;0,00
0110329ORANGESMALL;0,00
0110329ORANGEXL;0,00
0110329ORANGEXXL;0,00
0110739L;1,00
0110739M;1,00
0110775091L;0,00
0110775091M;1,00
0110775091XL;0,00
0110775091XXL;0,00
011100454101XL;1,00
1100727567L;0,00
1100775002L;2,00
1100775002M;0,00
1100775002XL;0,00
1100775002XXL;0,00
1100777002XL;0,00
0117881L;2,00
0117881XL;3,00
0117881XXL;1,00
800155101L;2,00
800154101M;2,00
110776;0,00
110776567XL;1,00
01100455293L;0,00
0001100329567M;1,00
1100777002M;0,00
1100777002L;0,00
1100736002L;0,00
1100736002XL;1,00
11007360023XL;0,00
1100598001;2,00
1100204406;4,00
1100639002L;1,00
1100750002M;1,00
1100750002L;1,00
1100768101XL;0,00
1100446002L;0,00
1100540002L;0,00
1100751002M;-1,00
1100759002L;1,00
1100759002XXL;2,00
1100518002L;1,00
1100518002XL;0,00
800155101XXL;4,00
8001551013XL;2,00
1100284002L;1,00
1100540002XXL;0,00
1100570002L;1,00
STANAS34;1,00
STANST01;0,00
STANST02;0,00
STANST08;0,00
110775101XL;0,00
110775101L;1,00
110775101XXL;1,00
110776567L;0,00
110776567XXL;0,00
1100634002M;0,00
1100634002L;2,00
01100432004XXL;0,00
1100652300L;2,00
1100768101L;2,00
1500031063;2,00
THULE001;0,00
1;-1,00
PT-PCS-9;0,00
200410LWH/RD;0,00
200410XLWH/RD;0,00
200410XLBK/YL;0,00
205428XL;4,00
205435LBU;1,00
205435LRD;4,00
205435MBU;1,00
205435MWH;0,00
205435XLBU;1,00
205435XLRD;2,00
205435XLWH;0,00
205449L;1,00
205989;8,00
205991;2,00
206375-1;0,00
206473;-1,00
206772LBK;1,00
206772LGY;4,00
206772LWH;5,00
207388;0,00
209652XLCLOVER GN/BK;0,00
209691BK/GY;1,00
209692CLOVER GN/SLATE GN;1,00
209693CLOVER GN/SLATE GN;2,00
2101810072455;0,00
2101820060454;0,00
2101820060455;0,00
2101830003455;0,00
210188;0,00
210196;0,00
210210;7,00
210213;3,00
210213W;0,00
210216;0,00
210218;0,00
210221;0,00
210277;0,00
210312L/XL;0,00
2121270004;0,00
212227LWH/RD;1,00
212227XLWH/RD;2,00
212229LBK/RD;0,00
212229MBK/YL;1,00
212229XLBK/RD;2,00
212229XLBK/YL;2,00
212229XXLBK/RD;0,00
212253LBK/WH;1,00
212253LRD/BK;0,00
212253LYL/BK;1,00
212253MYL/BK;0,00
212253XXLYL/BK;1,00
212332L;1,00
212332M;0,00
212332S;0,00
212333M;0,00
212333S;1,00
212467LWH/GY;2,00
212467MBK/BK;0,00
212467MWH/GY;1,00
212467XLBK/BK;2,00
212468MBK/BK;0,00
212468MWH/RD;1,00
212468XLWH/RD;0,00
212469LBK/RD;0,00
212469MBK/BK;0,00
212469MBK/RD;0,00
212469XLBK/RD;0,00
212469XXLBK/RD;1,00
212474LRD;0,00
212474SBK;0,00
212474SRD;0,00
212474XLBU;0,00
212478XLWH/GN;1,00
212490;2,00
212492;0,00
213176;0,00
215298LBK;3,00
215298LBROWN;3,00
215298LGN;1,00
215298MGN;2,00
215298XLBK;2,00
215298XLGN;1,00
215300LBK;0,00
215300LBROWN;0,00
215300MBK;1,00
215300MBROWN;0,00
215300XLBK;0,00
215300XLBROWN;0,00
215306LBK;0,00
215306MBK;0,00
215306XLBK;2,00
215317LRD;2,00
215317LWH;0,00
215317MRD;0,00
215317MWH;0,00
215317XLRD;3,00
215317XLWH;1,00
215331LBK;1,00
215331LBROWN;2,00
215331MBK;0,00
215331MBROWN;2,00
215331XLBROWN;1,00
215454L;1,00
215454M;0,00
215460LBK/BK;1,00
215460LBK/WH;1,00
215460MBK/BK;2,00
215460MBK/WH;0,00
215460SBK/BK;2,00
215460SBK/WH;2,00
215460XLBK/BK;0,00
215460XLBK/WH;2,00
215460XXLBK/BK;1,00
215460XXLBK/WH;1,00
215463BK/SCARL;0,00
215463BK/SCARM;1,00
215463BK/SCARS;0,00
215463BK/SCARXL;0,00
215463BK/SCARXXL;0,00
215463GY/BUL;3,00
215463GY/BUM;3,00
215463GY/BUS;0,00
215463GY/BUXL;0,00
215463GY/BUXXL;1,00
215467LBK;0,00
215467MBK;0,00
215467SBK;0,00
215473MWH/BK;1,00
215473XLBK/BK;0,00
215473XLWH/BK;2,00
215521;1,00
215819LWH;0,00
215819MWH;0,00
215821LBK/SVR;0,00
215821LBU;0,00
215821LWH;2,00
215823LBK/YL;0,00
215823MBK;0,00
0126208490;0,00
209675L;1,00
209675M;1,00
215772M;0,00
215658L;0,00
212474LBK;-1,00
ARX5757XEE;2,00
ELT0091201;6,00
40288111-DGR460TIT;0,00
40261511GR380WH;0,00
4026220310GR440BU/WH;0,00
4128B213R;3,00
4128B214F;-1,00
40241911LGR310WH/LI/WH;0,00
920264SMPL;0,00
40240210GR360BK/ANTH;0,00
40240210GR360WH/BU;0,00
40240210GR360WH/ORG;0,00
PRPU0001;0,00
PRPU0002;3,00
PRPU0004;0,00
IRDM970SGS;1,00
EWH7900C24FRCC;0,00
ICS670010128;0,00
ICS670010223;1,00
IM7752MFPMA100;0,00
IM7752SRXMA170;0,00
KSTM580RA;0,00
IFCM770E422X;2,00
ICN7901116;2,00
40261511GR380RD;0,00
40261511GR410RD;0,00
40261511GR460RD;0,00
40261511GR510RD;0,00
40287411GR530BK MATT;0,00
W-03002;9,00
Y60098520;277,00
Y8CL13000;5,00
Y8CL14000;8,00
200630;0,00
40121111GR210BK/WH;0,00
40121111GR210GN/BK;-1,00
40121111GR210PINK/WH;0,00
40121111GR210RD/WH;0,00
40141111GR210BK/WH;0,00
40141111GR210GN/BK;1,00
40141111GR210PINK/WH;-1,00
40141111GR210RD/WH;0,00
40161111GR230BK/WH;0,00
40161111GR230GN/BK;0,00
40161111GR230PINK/WH;0,00
40161111GR230RD/WH;3,00
40181111GR250BK/WH;0,00
40181111GR250GN/BK;0,00
40181111GR250PINK/WH;0,00
40181111GR250RD/WH;0,00
40201911GR280WH/BK/ORG;0,00
40203011GR280BU;1,00
40203011GR280RD;0,00
40244211-DGR380WH;0,00
40244211GR380WH;1,00
40261411-DGR460RD;0,00
40285011-1GR400WH;1,00
40287011-8RGR470WH;1,00
SH-XTR-WATCH;0,00
PT-MG-1L;0,00
4128B208R;1,00
40287211GR580WH;0,00
EBRM590FX41SSP;0,00
EBRM590RX41SSP;0,00
PT-PRS-21;1,00
PR100320;0,00
PR320106;5,00
PR320148;0,00
PR371008;0,00
PR372051;0,00
210473;1,00
210474;0,00
214801;1,00
PRSS0184;0,00
PRSS0185;2,00
39206;8,00
ABBUN26KB22B;0,00
CW0U107605M;0,00
CW0W207205M;1,00
CW0W207205S;0,00
CW0W207217M;0,00
CW0W207217S;0,00
CW0W207280M;1,00
EBBUN26B10X;8,00
ESMRT53M;6,00
ICNHG50114;41,00
IFDM591X6;3,00
IFDM66010E6;1,00
IFDM661X6;2,00
IPDR670;0,00
W-06308;1,00
Y08X98011;3,00
Y1DN98030;0,00
?8?098249;0,00
?8?098250;0,00
?8?098251;0,00
217992M ;0,00
PR302701  ;2,00
PR100129  ;0,00
PR100399  ;1,00
PR310081  ;0,00
PR310093  ;0,00
PR320059  ;0,00
PR320136  ;0,00
PR320266  ;0,00
PR320442  ;13,00
PR320505  ;2,00
PR320727  ;0,00
PR320739  ;3,00
PR320761  ;0,00
PR372071  ;0,00
PR372081  ;2,00
PR500095  ;0,00
PR900133  ;2,00
PRAC0001  ;13,00
PRAC0007  ;6,00
PRBA0003  ;0,00
PRBA0006  ;29,00
PRBA0008  ;2,00
PRCC0004  ;3,00
PRCC0005  ;7,00
PRGP0001  ;4,00
PRGP0002  ;9,00
PRHA0038  ;0,00
PRPU0007  ;1,00
PRSS0056  ;0,00
PRSS0068  ;1,00
PRSS0163  ;1,00
PRSS0182  ;0,00
PRSS0183  ;0,00
PRTL0001  ;36,00
PRTL0002  ;1,00
PRTL0004  ;57,00
PRTL0015  ;1,00
SR5113DECA38096  ;0,00
SR5131HETA39167  ;1,00
SR5234HRCA49167  ;2,00
SR8072HRTA08067  ;2,00
SR8550A35201  ;7,00
SRBLC2A01223  ;12,00
SRBLS1A01253  ;4,00
ESHM086L46 ;0,00
ESHM086Z42 ;0,00
ESHM087S43 ;2,00
ESHM087S44 ;0,00
ESHM087S45 ;1,00
40287011-8RGR530WH;0,00
08-00001;33,00
?8?098253;0,00
ANAVASI017;4,00
SELLEROYAL001;0,00
IFCM980E86;1,00
IFDM985X6;2,00
IM9851LFPRA100;1,00
IM9851RRXRA170;1,00
ISLM980IPA;1,00
ISMMA90F180PP;2,00
ISMRT98M;4,00
ISMRT98S;2,00
RTC30229995;1,00
PR100315;0,00
IFCM985E08;1,00
IFDM985E26X;1,00
WS8000121;-1,00
WS8000131;8,00
WS8000201;10,00
WS8000205;0,00
WS8000403;0,00
Y1F813000;4,00
Y1F813100;2,00
Y1F813110;1,00
217932L;0,00
217932M;0,00
217946L;0,00
217946M;0,00
217989L;0,00
217989M;0,00
217992L;0,00
218025;0,00
218027;0,00
218074L;0,00
218074M;0,00
218076L;0,00
218077S;0,00
218115M;0,00
218118M;0,00
218123L;0,00
218123M;0,00
PREW0009;0,00
05013R5;30,00
2196701025;0,00
2F91090179;0,00
KCNC001;1,00
KCNC002;0,00
139090299;0,00
40261411GR410WH;0,00
40261411GR460WH;0,00
40261411GR510WH;0,00
40261511LGR380RD;0,00
40261511LGR380WH;0,00
40261911-DGR380GR;0,00
40261911-DGR410GR;0,00
40261911-DGR460GR;0,00
40261911-DGR510GR;0,00
40264011LGR420ANTH;0,00
40287211GR500WH;0,00
40287211LGR400WH;0,00
40288311GR460ANTH;0,00
40288311GR500ANTH;0,00
40288311GR540ANTH;0,00
01HGBD061001;0,00
99512;8,00
ISMMA90R160PS;5,00
1626175948;51,00
1626195948;10,00
IFDM985E6;0,00
219765;0,00
Y5EC50200;0,00
04-105-393;0,00
33-60-0004;1,00
33-60-0080;1,00
33-60-0060;1,00
33-60-0070;-5,00
33-60-0061;0,00
0080083002S;1,00
00800083M;1,00
00800083L;3,00
00800083XL;4,00
218237LBK;0,00
218237LBU;2,00
218237MBK;1,00
218237MBU;1,00
218237XLBK;0,00
218237XLBU;1,00
218237XXLBK;1,00
218237XXLBU;1,00
218238LBK;1,00
218238LWH;2,00
218238MBK;0,00
218238MWH;1,00
218238XLBK;1,00
218238XLWH;2,00
218238XXLBK;0,00
218238XXLWH;1,00
218240LBK;0,00
218240LLIME;3,00
218240LRD;1,00
218240LWH;2,00
218240LYL;3,00
218240MLIME;0,00
218240MWH;0,00
218240MYL;1,00
218240XLBK;0,00
218240XLLIME;3,00
218240XLRD;0,00
218240XLWH;1,00
218240XLYL;3,00
218240XXLLIME;1,00
218240XXLRD;0,00
218240XXLWH;1,00
218240XXLYL;1,00
218246LBU;2,00
218246MBU;0,00
218246XLBU;1,00
218246XXLBU;1,00
218249LWH;0,00
218249MWH;2,00
218249XLWH;1,00
218249XXLWH;2,00
21825843;0,00
21825844;0,00
21826742BK;0,00
21826742WH;1,00
21826743BK;1,00
21826743WH;2,00
21826744BK;2,00
21826744WH;2,00
21826745BK;1,00
21826745WH;1,00
21827042BK;0,00
21827042WH;1,00
21827043BK;2,00
21827044BK;2,00
21827045BK;1,00
21827045WH;1,00
21827046BK;1,00
21827842BK;0,00
